Station_ID,Date,Depth_m,pH_ctd_orig,Temperature_C,Salinity,Oxygen_umol_kg,Density_kg_m3,predicted_OmegaAragonite,predicted_pH,predicted_DIC_umol_kg,predicted_TA_umol_kg,bottle_OmegaAragonite,bottle_pH_insitu,bottle_pH_lab,bottle_DIC_umol_kg,bottle_TA_umol_kg,Year,Quarter,Month,pH_diff,Rep,Agency,lat,lon,seafloor_depth_m,dist_to_coast_km,monitoring,Season,cast_id
ABC_1,2019-06-23,69,7.79,10.61,33.742,125.81293679,25.867,1.13414226,7.77206545,2166.00330649,2242.86690179,NA,NA,NA,NA,NA,2019,2,6,0.01793454999999966,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,70,7.79,10.57,33.747,125.50708156,25.877,1.1291081,7.77085148,2166.70929893,2243.13633,NA,NA,NA,NA,NA,2019,2,6,0.01914851999999989,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,71,7.79,10.56,33.75,125.50646985,25.882,1.12819557,7.77070016,2166.9460913,2243.299412,NA,NA,NA,NA,NA,2019,2,6,0.0192998400000004,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,72,7.79,10.54,33.754,124.5918591,25.888,1.12222627,7.76856068,2167.92823654,2243.51741404,NA,NA,NA,NA,NA,2019,2,6,0.021439319999999817,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,73,7.78,10.51,33.76,123.67677682,25.898,1.11536413,7.76626642,2169.10054884,2243.84617372,NA,NA,NA,NA,NA,2019,2,6,0.013733580000000245,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,74,7.78,10.47,33.765,123.37095166,25.908,1.11037035,7.76504461,2169.80777677,2244.12274548,NA,NA,NA,NA,NA,2019,2,6,0.014955389999999902,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,75,7.78,10.45,33.768,123.06561228,25.914,1.10718981,7.76412561,2170.32542391,2244.28947713,NA,NA,NA,NA,NA,2019,2,6,0.01587439000000046,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,76,7.78,10.44,33.769,123.06525241,25.917,1.10628691,7.76397314,2170.46779325,2244.3455097,NA,NA,NA,NA,NA,2019,2,6,0.016026860000000198,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,77,7.77,10.43,33.771,122.15104433,25.92,1.10127254,7.76197604,2171.30932816,2244.45691143,NA,NA,NA,NA,NA,2019,2,6,0.008023959999999164,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,78,7.77,10.42,33.776,120.32264421000001,25.926,1.09215467,7.75813175,2172.99305714,2244.73447915,NA,NA,NA,NA,NA,2019,2,6,0.011868249999999136,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,79,7.77,10.4,33.783,118.79853059,25.935,1.0835299,7.75474494,2174.58734572,2245.1250881,NA,NA,NA,NA,NA,2019,2,6,0.015255059999999432,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,80,7.77,10.37,33.795,118.18769456,25.949,1.07813499,7.7530455,2175.72094901,2245.79748063,NA,NA,NA,NA,NA,2019,2,6,0.01695449999999976,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,81,7.76,10.31,33.811,117.57572919,25.973,1.07010103,7.75087482,2177.33200301,2246.70727579,NA,NA,NA,NA,NA,2019,2,6,0.009125179999999844,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,82,7.76,10.29,33.817,115.74722465,25.981,1.06019879,7.74685554,2179.11621281,2247.05042033,NA,NA,NA,NA,NA,2019,2,6,0.01314445999999947,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,83,7.76,10.28,33.818,113.91941482,25.983,1.0511945599999999,7.74299066,2180.61465564,2247.11025889,NA,NA,NA,NA,NA,2019,2,6,0.01700933999999954,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,84,7.76,10.24,33.83,113.3085635,25.998,1.04500835,7.74111785,2181.80001693,2247.80170069,NA,NA,NA,NA,NA,2019,2,6,0.018882149999999598,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,85,7.75,10.22,33.838,113.30734871,26.009,1.0432681,7.7407986,2182.32634151,2248.26249285,NA,NA,NA,NA,NA,2019,2,6,0.009201400000000248,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,86,7.75,10.21,33.839,113.3070174,26.012,1.04239921,7.74063953,2182.46988476,2248.32397091,NA,NA,NA,NA,NA,2019,2,6,0.009360469999999843,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,87,7.75,10.21,33.84,112.69783989,26.012,1.03970497,7.73940077,2182.93824004,2248.38051114,NA,NA,NA,NA,NA,2019,2,6,0.010599230000000404,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,88,7.74,10.21,33.841,111.47937621,26.013,1.034316,7.73692301,2183.92287158,2248.43705136,NA,NA,NA,NA,NA,2019,2,6,0.0030769900000002792,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
